"222","ID","4","25"
"223","N0","5","5"
"224","AN","1","25"
"225","AN","2","15"
"226","ID","1","1"
"227","AN","1","2"
"229","AN","1","6"
"230","ID","1","3"
"231","ID","1","1"
"232","N0","2","6"
"233","N0","2","3"
"234","AN","1","48"
"235","ID","2","2"
"236","ID","3","3"
"237","R","1","9"
"238","AN","1","12"
"240","ID","3","5"
"241","ID","1","4"
"242","ID","1","7"
"243","DT","8","8"
"244","AN","1","50"
"246","ID","2","4"
"247","AN","2","60"
"248","ID","1","1"
"249","ID","1","1"
"250","AN","2","40"
"253","ID","1","1"
"254","ID","1","3"
"256","ID","1","1"
"257","ID","1","1"
"258","N4","1","9"
"259","ID","1","1"
"260","AN","2","30"
"261","ID","1","1"
"262","ID","1","1"
"263","ID","2","2"
"267","N0","1","10"
"271","ID","1","2"
"272","ID","1","1"
"273","AN","1","25"
"274","AN","1","30"
"275","DT","8","8"
"276","AN","2","25"
"277","ID","6","6"
"278","ID","1","1"
"280","R","4","10"
"281","AN","1","10"
"282","DT","8","8"
"283","ID","2","2"
"284","ID","2","2"
"285","AN","1","22"
"286","ID","2","2"
"287","ID","1","1"
"288","ID","1","1"
"289","N0","1","2"
"290","ID","2","2"
"291","ID","3","3"
"292","ID","3","3"
"293","ID","2","2"
"294","N0","1","5"
"295","ID","1","1"
"296","ID","2","4"
"298","ID","2","4"
"299","AN","1","80"
"301","ID","1","4"
"302","ID","1","3"
"303","ID","1","3"
"304","ID","3","3"
"305","ID","1","2"
"306","ID","1","2"
"308","ID","1","1"
"309","ID","1","2"
"310","AN","1","30"
"311","ID","1","2"
"312","ID","1","1"
"313","ID","2","2"
"315","R","2","5"
"316","AN","2","24"
"317","N0","3","10"
"318","AN","2","24"
"319","AN","3","6"
"320","AN","1","10"
"321","ID","1","1"
"322","ID","1","1"
"323","DT","8","8"
"324","AN","1","22"
"325","AN","1","20"
"326","AN","1","45"
"327","AN","1","8"
"328","AN","1","30"
"329","AN","4","9"
"331","ID","2","2"
"332","R","1","6"
"333","ID","1","2"
"334","ID","2","2"
"335","ID","3","3"
"336","ID","2","2"
"337","TM","4","8"
"338","R","1","6"
"339","R","1","10"
"340","ID","1","3"
"341","AN","1","16"
"342","R","1","5"
"343","N2","1","10"
"344","ID","2","2"
"345","ID","2","2"
"346","ID","2","2"
"347","R","1","10"
"348","ID","3","3"
"349","ID","1","1"
"350","AN","1","20"
"351","N0","1","3"
"352","AN","1","80"
"353","ID","2","2"
"354","N0","1","6"
"355","ID","2","2"
"356","N0","1","6"
"357","R","1","8"
"358","R","1","15"
"359","R","1","15"
"360","N2","1","15"
"361","N2","1","10"
"362","N2","1","10"
"363","ID","3","3"
"364","AN","1","256"
"365","ID","2","2"
"366","ID","2","2"
"367","AN","1","30"
"368","ID","2","2"
"369","AN","1","45"
"370","DT","8","8"
"371","ID","2","2"
"372","ID","1","1"
"373","DT","8","8"
"374","ID","3","3"
"375","ID","2","2"
"376","ID","1","1"
"377","ID","1","1"
"378","ID","1","1"
"379","ID","2","2"
"380","R","1","15"
"381","ID","1","1"
"382","R","1","10"
"383","R","1","9"
"384","R","1","9"
"385","R","1","9"
"386","N0","1","3"
"387","AN","1","35"
"388","DT","8","8"
"389","N2","1","10"
"390","N2","1","10"
"391","N2","1","10"
"392","ID","1","2"
"393","ID","2","2"
"394","AN","1","12"
"395","R","1","8"
"396","AN","2","30"
"397","AN","1","10"
"398","R","1","10"
"399","ID","1","1"
"400","ID","2","2"
"402","AN","1","10"
"404","N0","1","5"
"405","ID","2","2"
"406","N0","1","3"
"407","ID","2","2"
"408","R","1","4"
"409","N0","1","3"
"410","N0","1","3"
"411","R","1","7"
"412","ID","2","2"
"413","R","1","7"
"414","N0","1","7"
"416","N0","6","6"
"417","AN","1","3"
"418","R","1","9"
"419","R","1","9"
"420","N2","2","7"
"421","N2","2","7"
"422","ID","2","2"
"423","ID","2","2"
"424","AN","1","22"
"426","ID","2","2"
"427","R","1","15"
"429","AN","1","16"
"432","ID","2","2"
"433","ID","2","2"
"434","AN","1","30"
"436","ID","2","2"
"437","ID","1","1"
"438","AN","12","12"
"439","AN","1","16"
"440","AN","1","16"
"441","ID","1","1"
"442","AN","16","16"
"443","AN","1","20"
"444","ID","2","2"
"445","ID","2","2"
"446","DT","8","8"
"447","AN","1","4"
"448","ID","1","2"
"449","AN","1","80"
"451","AN","1","12"
"452","R","1","9"
"455","ID","1","2"
"456","ID","2","2"
"458","AN","2","25"
"460","ID","1","1"
"461","ID","1","3"
"462","N2","2","4"
"463","N2","2","4"
"464","ID","3","3"
"465","ID","1","1"
"466","N0","1","2"
"467","N0","1","1"
"468","N0","4","4"
"470","N0","1","1"
"471","AN","1","1"
"472","N0","6","6"
"473","ID","1","1"
"474","AN","1","22"
"475","AN","1","22"
"477","R","1","10"
"478","ID","1","1"
"479","ID","2","2"
"480","AN","1","12"
"481","ID","1","2"
"482","ID","2","2"
"483","ID","1","1"
"484","ID","1","1"
"485","ID","1","2"
"486","ID","2","2"
"487","ID","1","1"
"488","N0","1","3"
"489","N0","1","1"
"490","N0","1","6"
"491","ID","1","1"
"492","N0","1","2"
"493","AN","1","2"
"495","AN","1","3"
"496","N0","1","2"
"497","AN","1","3"
"498","ID","4","4"
"499","AN","1","10"
"500","AN","1","5"
"501","ID","2","2"
"502","AN","2","2"
"503","ID","1","1"
"504","N2","2","9"
"505","AN","1","80"
"506","ID","2","2"
"507","AN","3","12"
"508","AN","1","35"
"509","AN","10","10"
"510","AN","9","9"
"511","ID","1","1"
"512","ID","1","1"
"514","ID","1","1"
"515","N0","1","7"
"516","ID","1","1"
"517","AN","4","5"
"518","R","1","15"
"519","ID","1","1"
"521","ID","2","2"
"522","ID","1","3"
"529","ID","1","2"
"531","AN","1","12"
"533","ID","1","1"
"534","ID","2","2"
"535","ID","1","1"
"536","ID","2","2"
"537","ID","1","1"
"538","ID","2","2"
"539","AN","1","30"
"540","ID","2","2"
"541","ID","1","1"
"542","N1","1","3"
"543","N2","3","6"
"544","ID","1","1"
"545","ID","1","1"
"546","ID","2","2"
"547","ID","1","2"
"548","ID","3","3"
"550","N2","3","6"
"551","N2","2","15"
"552","N2","3","15"
"553","AN","1","4"
"554","N0","1","6"
"555","AN","5","6"
"556","ID","2","2"
"557","AN","3","16"
"558","ID","1","1"
"559","ID","2","2"
"560","ID","2","10"
"561","AN","1","45"
"562","ID","1","2"
"563","ID","1","2"
"566","ID","1","2"
"567","N0","4","5"
"568","ID","3","3"
"569","ID","1","3"
"570","ID","1","1"
"571","ID","1","1"
"572","ID","1","1"
"573","ID","1","5"
"574","AN","14","14"
"575","ID","1","1"
"576","AN","2","12"
"577","N0","1","3"
"578","ID","1","2"
"579","ID","1","1"
"580","ID","1","1"
"581","ID","2","2"
"582","ID","2","2"
"583","AN","6","10"
"584","ID","2","2"
"585","ID","2","2"
"586","AN","1","45"
"587","ID","2","2"
"589","N0","1","6"
"590","ID","1","1"
"591","ID","3","3"
"592","ID","1","1"
"594","ID","1","1"
"595","ID","1","1"
"597","ID","1","8"
"598","AN","1","25"
"599","ID","1","3"
"600","AN","1","17"
"601","AN","1","15"
"602","AN","2","8"
"603","AN","1","25"
"604","ID","1","1"
"605","ID","1","2"
"607","N0","1","3"
"608","ID","2","2"
"609","N0","1","9"
"610","N2","1","15"
"611","ID","2","2"
"612","ID","1","1"
"613","AN","1","16"
"614","AN","1","10"
"615","ID","1","2"
"616","N0","1","3"
"617","ID","2","2"
"618","ID","1","3"
"619","AN","2","3"
"620","ID","1","3"
"621","ID","1","3"
"622","N0","1","5"
"623","ID","2","2"
"625","ID","1","1"
"626","ID","1","2"
"627","ID","1","1"
"628","AN","1","12"
"629","ID","1","1"
"630","AN","1","2"
"631","N0","1","1"
"632","ID","1","1"
"633","N1","1","7"
"634","R","1","9"
"635","ID","1","1"
"637","N4","1","9"
"638","ID","1","5"
"639","ID","2","2"
"640","ID","2","2"
"641","ID","3","3"
"642","N0","6","6"
"643","N2","2","4"
"644","ID","1","1"
"645","ID","1","1"
"646","R","1","15"
"647","ID","1","3"
"648","ID","3","3"
"649","R","1","10"
"650","ID","2","2"
"653","ID","3","3"
"654","ID","2","2"
"655","R","1","10"
"656","ID","2","3"
"657","N0","1","10"
"659","ID","1","2"
"660","AN","1","2"
"662","ID","1","1"
"663","R","1","9"
"664","R","1","9"
"665","ID","1","1"
"666","ID","1","1"
"667","R","1","9"
"668","ID","2","2"
"669","ID","3","3"
"670","ID","2","2"
"671","R","1","9"
"672","ID","2","2"
"673","ID","2","2"
"674","ID","1","1"
"675","ID","2","2"
"676","ID","1","1"
"677","R","1","6"
"678","ID","1","2"
"679","ID","1","1"
"680","ID","1","1"
"681","ID","1","1"
"682","ID","1","2"
"683","ID","2","2"
"684","AN","1","15"
"685","AN","1","15"
"686","AN","1","6"
"687","ID","2","2"
"688","ID","2","2"
"689","ID","2","2"
"690","AN","1","11"
"691","N0","1","4"
"692","ID","1","1"
"693","ID","1","1"
"694","N2","1","5"
"695","ID","1","1"
"697","AN","1","7"
"698","ID","1","1"
"699","ID","1","1"
"701","ID","2","2"
"703","ID","1","1"
"704","ID","1","2"
"705","ID","2","2"
"706","ID","2","2"
"707","ID","2","2"
"708","ID","1","2"
"709","ID","2","2"
"712","ID","1","1"
"713","N0","2","2"
"714","ID","1","1"
"715","ID","1","1"
"716","ID","1","3"
"717","ID","1","1"
"718","ID","1","3"
"719","N0","1","10"
"720","ID","1","3"
"721","ID","2","3"
"722","N0","1","2"
"723","ID","1","3"
"724","AN","1","99"
"725","N0","1","4"
"726","ID","2","2"
"728","ID","1","2"
"729","AN","1","6"
"730","AN","1","6"
"731","ID","2","2"
"732","ID","2","2"
"733","R","1","4"
"734","AN","1","12"
"735","ID","1","2"
"736","ID","1","1"
"737","ID","2","2"
"738","ID","1","3"
"739","R","1","20"
"740","R","1","20"
"741","R","1","20"
"742","AN","1","35"
"743","ID","1","2"
"744","ID","2","2"
"745","ID","1","1"
"746","ID","3","9"
"747","ID","2","2"
"748","ID","1","2"
"749","ID","3","3"
"750","ID","2","3"
"751","AN","1","12"
"752","ID","2","2"
"753","ID","1","5"
"754","AN","1","7"
"755","ID","2","2"
"756","ID","1","2"
"757","N0","1","2"
"758","ID","2","3"
"759","ID","2","2"
"760","ID","1","1"
"761","N0","1","1"
"762","ID","1","1"
"765","N0","1","2"
"766","AN","12","12"
"767","AN","1","13"
"768","N0","1","9"
"769","AN","1","16"
"770","AN","1","20"
"771","ID","1","3"
"772","ID","1","1"
"773","N0","1","9"
"781","ID","6","6"
"782","R","1","18"
"783","ID","2","2"
"784","N0","1","15"
"785","B","1","1E+16"
"786","ID","2","2"
"787","N","1","15"
"788","N","1","5"
"789","AN","2","2"
"790","AN","1","132"
"791","AN","1","80"
"792","ID","1","1"
"795","ID","1","1"
"796","AN","1","30"
"797","ID","2","2"
"799","AN","1","30"
"800","AN","1","30"
"801","AN","1","30"
"802","AN","1","30"
"803","AN","1","64"
"804","AN","1","4"
"805","AN","1","25"
"806","ID","4","6"
"807","ID","12","16"
"808","ID","3","3"
"809","AN","1","25"
"810","N0","1","6"
"811","ID","2","2"
"812","ID","1","10"
"813","ID","1","1"
"814","ID","1","1"
"815","ID","2","2"
"816","ID","2","2"
"817","AN","1","30"
"818","AN","1","4"
"819","ID","2","3"
"820","ID","2","2"
"821","ID","3","3"
"822","AN","1","15"
"824","AN","1","64"
"825","AN","1","64"
"826","R","1","8"
"828","R","1","9"
"829","ID","1","1"
"831","ID","1","2"
"832","AN","1","9"
"833","ID","2","2"
"834","AN","1","6"
"835","ID","1","1"
"836","ID","2","2"
"837","ID","1","1"
"838","AN","2","9"
"839","AN","1","6"
"844","ID","2","2"
"845","ID","2","2"
"846","ID","2","2"
"847","ID","1","2"
"848","ID","1","2"
"849","ID","1","2"
"850","ID","1","2"
"851","R","1","6"
"852","ID","1","1"
"853","ID","2","2"
"854","ID","2","2"
"855","ID","1","1"
"856","ID","1","1"
"857","N6","1","9"
"858","R","1","9"
"859","ID","2","2"
"860","ID","9","9"
"861","AN","1","22"
"862","AN","1","6"
"863","R","1","6"
"864","R","1","6"
"865","N2","1","6"
"866","AN","1","12"
"867","AN","1","12"
"868","ID","1","1"
"869","N0","1","1"
"870","AN","1","22"
"871","AN","1","6"
"872","DT","8","8"
"873","DT","8","8"
"874","ID","2","2"
"875","ID","3","3"
"876","ID","1","3"
"877","AN","1","12"
"878","AN","1","20"
"879","AN","3","3"
"880","N0","1","4"
"881","R","1","8"
"883","ID","1","2"
"884","N0","1","3"
"885","N0","1","3"
"886","ID","2","2"
"887","ID","1","2"
"888","ID","1","1"
"889","ID","1","1"
"890","ID","2","2"
"891","ID","2","2"
"892","ID","2","2"
"893","ID","1","1"
"894","ID","2","2"
"895","R","1","6"
"897","ID","1","1"
"899","ID","3","4"
"901","ID","2","2"
"902","ID","1","1"
"903","ID","1","1"
"904","ID","1","1"
"905","N0","1","7"
"906","ID","1","1"
"909","AN","2","4"
"910","N0","1","7"
"911","N0","1","2"
"912","ID","1","1"
"913","ID","1","2"
"914","N0","1","2"
"915","N0","1","7"
"916","AN","1","6"
"918","AN","1","8"
"921","ID","2","2"
"922","ID","1","1"
"923","ID","1","1"
"924","ID","1","1"
"926","AN","1","6"
"927","ID","1","1"
"930","ID","3","5"
"931","N0","1","3"
"932","N0","1","3"
"933","AN","1","264"
"934","ID","2","2"
"935","ID","2","2"
"936","ID","2","2"
"937","ID","2","2"
"938","ID","2","2"
"939","ID","2","2"
"940","ID","2","2"
"942","N0","1","9"
"943","ID","2","2"
"944","ID","2","2"
"945","ID","2","2"
"949","R","1","4"
"950","ID","2","2"
"951","ID","1","2"
"952","ID","1","2"
"953","R","1","6"
"954","R","1","10"
"955","ID","2","2"
"956","AN","1","10"
"959","ID","3","3"
"960","ID","2","2"
"961","AN","1","99"
"962","ID","1","1"
"963","ID","2","2"
"964","ID","3","3"
"965","AN","1","10"
"967","N0","1","3"
"969","ID","1","1"
"970","N","1","6"
"971","R","1","9"
"972","AN","1","6"
"973","AN","1","4"
"974","ID","1","1"
"975","AN","1","10"
"976","ID","1","2"
"977","R","1","9"
"978","AN","1","4"
"980","ID","2","2"
"981","ID","2","2"
"982","ID","2","2"
"983","ID","1","1"
"984","ID","1","1"
"985","ID","3","3"
"986","ID","1","1"
"987","ID","3","4"
"988","ID","2","4"
"989","AN","1","32"
"990","ID","2","2"
"991","AN","1","64"
"992","ID","1","1"
"993","AN","1","64"
"994","ID","1","3"
"995","N","1","18"
"997","AN","1","64"
"998","ID","1","1"
"999","ID","1","2"
"1000","AN","2","3"
"1002","ID","1","1"
"1003","ID","2","2"
"1004","ID","1","2"
"1005","ID","4","4"
"1006","ID","1","2"
"1007","ID","1","1"
"1008","ID","1","2"
"1009","ID","1","2"
"1010","N0","1","3"
"1011","ID","7","7"
"1012","ID","1","3"
"1013","ID","1","3"
"1014","ID","1","1"
"1015","ID","1","1"
"1016","ID","1","1"
"1017","ID","1","2"
"1018","R","1","15"
"1019","ID","3","3"
"1020","ID","2","2"
"1021","N0","1","3"
"1023","ID","1","1"
"1024","N0","1","2"
"1025","ID","1","1"
"1026","ID","3","3"
"1028","AN","1","38"
"1029","ID","1","2"
"1030","ID","3","3"
"1031","ID","3","3"
"1032","ID","1","2"
"1033","ID","1","2"
"1034","ID","1","5"
"1035","AN","1","60"
"1036","AN","1","35"
"1037","AN","1","25"
"1038","AN","1","10"
"1039","AN","1","10"
"1041","R","1","9"
"1042","ID","2","2"
"1043","R","1","2"
"1044","ID","3","3"
"1045","ID","2","2"
"1046","ID","2","2"
"1047","ID","2","2"
"1048","ID","1","3"
"1049","ID","1","5"
"1050","AN","1","6"
"1051","N2","1","10"
"1053","ID","3","3"
"1054","ID","2","2"
"1056","AN","1","2"
"1062","ID","2","4"
"1065","ID","1","1"
"1066","ID","1","2"
"1067","ID","1","1"
"1068","ID","1","1"
"1069","ID","2","2"
"1070","ID","1","1"
"1071","ID","2","2"
"1072","ID","1","1"
"1073","ID","1","1"
"1074","ID","2","2"
"1075","ID","1","1"
"1076","ID","1","1"
"1077","ID","1","1"
"1078","ID","1","1"
"1079","ID","1","1"
"1080","ID","1","1"
"1081","ID","2","2"
"1082","ID","2","2"
"1083","ID","2","2"
"1084","ID","1","1"
"1085","ID","2","2"
"1086","ID","1","1"
"1087","ID","1","1"
"1088","ID","1","1"
"1089","ID","2","2"
"1090","ID","1","1"
"1091","ID","1","1"
"1092","ID","1","1"
"1093","ID","1","1"
"1094","AN","1","2"
"1095","N0","4","4"
"1096","ID","5","5"
"1097","ID","1","1"
"1098","ID","1","1"
"1099","ID","1","1"
"1100","ID","1","1"
"1101","ID","1","1"
"1102","ID","1","1"
"1103","ID","1","1"
"1104","ID","2","2"
"1105","ID","1","1"
"1106","ID","2","2"
"1107","ID","2","2"
"1108","ID","2","2"
"1109","ID","1","1"
"1110","AN","1","6"
"1113","ID","2","2"
"1122","ID","1","1"
"1123","ID","2","3"
"1126","ID","3","3"
"1127","ID","2","2"
"1129","ID","1","2"
"1130","ID","1","1"
"1131","ID","2","2"
"1132","ID","1","2"
"1133","ID","1","2"
"1134","ID","1","1"
"1135","ID","1","1"
"1136","ID","2","2"
"1137","AN","1","15"
"1138","ID","1","1"
"1139","ID","1","1"
"1140","ID","1","2"
"1141","ID","1","1"
"1142","ID","1","2"
"1143","ID","1","1"
"1144","R","1","6"
"1145","N0","1","4"
"1146","ID","1","1"
"1147","ID","1","1"
"1148","ID","1","3"
"1149","ID","4","6"
"1150","ID","1","1"
"1152","ID","2","2"
"1153","ID","1","1"
"1154","ID","1","1"
"1155","ID","1","3"
"1156","ID","1","1"
"1157","ID","1","1"
"1158","ID","5","5"
"1159","ID","1","1"
"1160","ID","1","1"
"1161","ID","1","2"
"1162","ID","2","2"
"1163","ID","2","2"
"1164","ID","2","2"
"1165","ID","1","1"
"1166","ID","2","2"
"1167","R","1","6"
"1168","ID","1","2"
"1171","AN","1","20"
"1172","ID","1","3"
"1173","ID","2","2"
"1174","AN","1","20"
"1175","AN","1","20"
"1176","ID","2","3"
"1178","AN","1","3"
"1179","ID","1","1"
"1180","AN","1","20"
"1181","ID","2","2"
"1185","ID","2","2"
"1186","ID","2","2"
"1187","ID","2","2"
"1188","ID","2","2"
"1189","ID","1","1"
"1193","ID","2","2"
"1195","AN","1","80"
"1196","ID","2","2"
"1197","ID","1","2"
"1198","ID","2","2"
"1199","ID","2","2"
"1201","ID","1","1"
"1202","ID","1","1"
"1203","ID","2","3"
"1204","AN","1","50"
"1205","ID","2","3"
"1207","ID","3","3"
"1209","ID","1","1"
"1211","ID","2","3"
"1212","ID","1","1"
"1213","ID","1","1"
"1214","AN","1","5"
"1215","ID","1","1"
"1216","ID","1","1"
"1218","ID","1","1"
"1219","ID","1","2"
"1220","ID","1","1"
"1221","ID","1","3"
"1222","AN","1","3"
"1223","ID","3","3"
"1224","ID","2","2"
"1225","AN","3","3"
"1226","AN","1","4"
"1227","AN","1","3"
"1228","AN","1","3"
"1229","AN","3","6"
"1230","ID","2","4"
"1231","AN","2","3"
"1232","ID","2","2"
"1233","AN","1","4"
"1234","AN","1","2"
"1236","ID","2","2"
"1237","ID","1","1"
"1238","ID","1","1"
"1239","ID","2","2"
"1240","ID","1","2"
"1241","ID","1","1"
"1242","AN","3","3"
"1243","AN","3","3"
"1244","AN","2","27"
"1245","ID","1","1"
"1246","ID","1","2"
"1250","ID","2","3"
"1251","AN","1","35"
"1254","ID","1","2"
"1257","ID","1","2"
"1258","AN","1","3"
"1260","AN","1","6"
"1261","AN","1","10"
"1262","ID","1","2"
"1264","ID","1","2"
"1265","ID","1","2"
"1266","ID","1","2"
"1267","ID","1","1"
"1268","ID","1","1"
"1270","ID","1","3"
"1271","AN","1","30"
"1272","N0","1","16"
"1273","ID","1","1"
"1274","AN","2","3"
"1275","ID","1","1"
"1276","ID","2","2"
"1277","ID","1","1"
"1278","ID","1","1"
"1280","ID","1","1"
"1292","ID","2","2"
"1293","ID","2","2"
"1294","ID","2","2"
"1295","ID","1","2"
"1296","AN","1","6"
"1297","ID","1","2"
"1300","ID","4","4"
"1301","AN","1","10"
"1302","AN","1","2"
"1303","ID","1","2"
"1304","ID","1","2"
"1306","AN","1","1"
"1307","ID","1","2"
"1308","ID","2","2"
"1309","ID","2","2"
"1310","ID","1","1"
"1311","ID","1","1"
"1312","ID","2","2"
"1313","N0","1","6"
"1314","ID","1","1"
"1315","ID","1","1"
"1316","ID","1","1"
"1317","ID","1","1"
"1318","ID","1","1"
"1319","ID","1","2"
"1320","ID","1","1"
"1321","ID","2","3"
"1322","ID","1","1"
"1325","ID","1","1"
"1327","ID","1","1"
"1328","N0","1","2"
"1329","ID","1","1"
"1330","ID","2","2"
"1331","AN","1","2"
"1332","ID","1","2"
"1333","ID","1","2"
"1334","ID","1","1"
"1335","ID","1","1"
"1336","ID","1","3"
"1337","ID","1","1"
"1338","ID","1","3"
"1339","AN","2","2"
"1340","ID","1","2"
"1341","AN","1","2"
"1342","ID","1","1"
"1343","ID","1","2"
"1344","ID","1","1"
"1345","ID","1","1"
"1346","ID","1","1"
"1347","ID","1","1"
"1348","ID","1","1"
"1349","ID","1","1"
"1350","ID","1","1"
"1351","ID","1","1"
"1352","ID","1","2"
"1354","ID","1","4"
"1355","ID","2","2"
"1356","ID","1","1"
"1357","ID","1","1"
"1358","ID","1","1"
"1359","ID","1","1"
"1360","ID","1","1"
"1361","ID","1","3"
"1362","ID","2","3"
"1363","ID","1","1"
"1364","ID","1","2"
"1365","ID","1","2"
"1366","ID","2","3"
"1367","ID","2","3"
"1368","ID","1","2"
"1369","ID","1","2"
"1370","ID","1","1"
"1371","R","1","10"
"1373","ID","2","4"
"1374","ID","1","1"
"1375","AN","1","5"
"1376","ID","2","2"
"1378","ID","2","2"
"1379","ID","1","2"
"1382","ID","1","1"
"1383","ID","2","2"
"1384","ID","1","1"
"1387","ID","1","2"
"1390","ID","1","2"
"1392","AN","1","8"
"1393","ID","2","2"
"1395","ID","1","1"
"1396","ID","1","1"
"1397","ID","1","2"
"1398","ID","1","2"
"1400","AN","2","2"
"1401","ID","1","3"
"1402","ID","2","3"
"1403","ID","1","1"
"1404","ID","1","1"
"1407","ID","1","2"
"1408","ID","2","2"
"1413","ID","1","1"
"1415","ID","1","4"
"1420","ID","2","2"
"1422","ID","2","2"
"1423","ID","2","2"
"1425","ID","1","2"
"1426","ID","1","2"
"1428","ID","1","1"
"1429","ID","1","2"
"1430","AN","1","7"
"1431","ID","1","1"
"1432","ID","3","3"
"1434","ID","1","2"
"1435","AN","1","64"
"1436","AN","1","64"
"1437","AN","17","25"
"1438","AN","1","64"
"1439","ID","2","2"
"1442","AN","1","64"
"1443","AN","1","35"
"1460","ID","2","2"
"1465","ID","2","2"
"1466","ID","2","2"
"1468","ID","2","2"
"1469","ID","1","1"
"1470","N0","1","9"
"1472","AN","1","15"
"1473","ID","2","2"
"1476","ID","1","1"
"1482","ID","4","4"
"1484","ID","2","2"
"1485","ID","1","1"
"1487","ID","2","2"
"1488","ID","1","1"
"1489","ID","2","2"
"1490","ID","1","1"
"1491","ID","1","1"
"1492","ID","1","1"
"1493","ID","1","1"
"1494","ID","1","1"
"1495","ID","1","1"
"1496","ID","2","2"
"1497","AN","1","2"
"1499","ID","2","2"
"1511","ID","2","2"
"1514","ID","1","2"
"1520","ID","1","2"
"1521","ID","1","2"
"1522","ID","1","2"
"1523","ID","1","2"
"1524","ID","1","2"
"1525","ID","1","2"
"1526","ID","1","2"
"1527","ID","1","2"
"1528","N0","1","2"
"1540","ID","1","2"
"1543","ID","1","1"
"1546","ID","1","2"
"1549","ID","1","2"
"1550","ID","1","2"
"1551","AN","1","4096"
"1552","ID","1","2"
"1553","ID","2","2"
"1554","ID","1","1"
"1555","ID","1","1"
"1556","ID","1","1"
"1557","ID","1","1"
"1558","ID","1","1"
"1559","ID","1","1"
"1560","ID","1","1"
"1561","ID","1","1"
